telegram_index,telescope,source
17161_gcn,['swift'],"['grb', 'milky way', 'vega', 'total', 'optical source']"
17163_gcn,['telescope not found'],['source not found']
17164_gcn,['swift'],['grb']
17170_gcn,['telescope not found'],"['grb', 'vega', 'star']"
17169_gcn,['telescope not found'],['grb']
17168_gcn,['swift'],"['grb', 'optical source']"
17167_gcn,['telescope not found'],"['grb', 'vega']"
17162_gcn,"['swift', 'master', 'pulkovo observatory']",['source not found']
17165_gcn,['telescope not found'],['grb']
6807_atel,"['palomar', 'wiserep', 'iptf']",['source not found']
6811_atel,['faulkes telescope north'],['galaxy']
17166_gcn,['swift'],['grb']
6804_atel,['asiago'],['galaxy']
6805_atel,"['crts', 'lcogt']",['source not found']
6806_atel,['faulkes telescope south'],"['galaxy', 'designation', 'supernova']"
6810_atel,"['most', 'ogle']",['source not found']
6808_atel,"['new technology telescope', 'lsq', 'wiserep', 'ogle', 'pessto']",['supernova']
6809_atel,"['most', 'lcogt']",['galaxy']
17176_gcn,['swift'],['grb']
17175_gcn,['swift'],['grb']
17174_gcn,['swift'],['source not found']
6815_atel,"['hubble', 'hubble space telescope']","['total', 'supernova']"
17177_gcn,['telescope not found'],"['grb', 'galaxy', 'gemini']"
17172_gcn,['telescope not found'],"['grb', 'total']"
17171_gcn,['swift'],['grb']
6812_atel,['most'],"['galaxy', 'supernova']"
17173_gcn,['swift'],"['x-ray source', 'x-ray binary']"
17178_gcn,['very large array'],"['grb', 'radio source']"
17181_gcn,['swift'],"['grb', 'total']"
17180_gcn,['swift'],['grb']
17182_gcn,['swift'],['grb']
17183_gcn,['telescope not found'],"['grb', 'total']"
17184_gcn,['swift'],['grb']
6813_atel,"['lijiang', 'asiago']","['galaxy', 'supernova']"
6814_atel,['lijiang'],"['galaxy', 'supernova']"
17179_gcn,['swift'],['grb']
6816_atel,"['new technology telescope', 'lsq', 'wiserep', 'ogle', 'pessto']",['supernova']
6819_atel,"['swift', 'maxi']","['x-ray binary', 'gro j1008-57', 'pulsar']"
6818_atel,['lijiang'],"['galaxy', 'supernova']"
6817_atel,"['rosat', 'maxi']",['star']
6820_atel,"['new technology telescope', 'wiserep', 'ogle', 'pessto']",['supernova']
6821_atel,['lijiang'],['supernova']
6822_atel,['lijiang'],"['galaxy', 'supernova']"
6823_atel,"['integral', 'maxi']","['x-ray binary', 'gro j1008-57', 'gro 1008-57', 'pulsar']"
6824_atel,['lcogt'],"['galaxy', 'supernova']"
17187_gcn,['telescope not found'],"['grb', 'total']"
17186_gcn,"['rhessi', 'fermi', 'integral', 'swift']","['grb', 'sun']"
6831_atel,"['most', 'lcogt']","['galaxy', 'supernova']"
6830_atel,['lcogt'],"['galaxy', 'supernova']"
6829_atel,['gamma'],['gamma-ray source']
6828_atel,"['most', 'australia telescope compact array', 'swift']","['x-ray binary', 'galaxy']"
17185_gcn,['swift'],"['grb', 'total']"
6826_atel,['telescope not found'],['supernova']
6825_atel,['most'],"['white dwarf', 'galaxy']"
6827_atel,['lijiang'],"['galaxy', 'supernova']"
17189_gcn,"['gamma', 'fermi']","['gamma-ray burst', 'grb']"
17188_gcn,['swift'],"['x-ray source', 'grb']"
17190_gcn,['swift'],"['grb', 'total']"
6833_atel,['master'],"['galaxy', 'total', 'star', 'delphinus']"
6832_atel,['wifes'],['supernova']
17191_gcn,['telescope not found'],['grb']
6836_atel,"['most', 'lcogt']","['galaxy', 'supernova']"
6835_atel,['asiago'],['supernova']
6834_atel,['telescope not found'],"['x-ray source', 'star', 'supernova', 'radio source', 'galaxy', 'quasar']"
17193_gcn,"['suzaku', 'swift']",['grb']
17192_gcn,"['suzaku', 'fermi']",['grb']
6839_atel,['telescope not found'],['pulsar']
6838_atel,['telescope not found'],"['vega', 'total']"
6837_atel,['gamma'],['source not found']
17194_gcn,"['rhessi', 'suzaku', 'fermi', 'swift', 'integral']",['grb']
17200_gcn,['telescope not found'],['grb']
17195_gcn,"['gamma', 'fermi']","['gamma-ray burst', 'grb']"
17204_gcn,['telescope not found'],"['grb', 'total']"
17203_gcn,['swift'],"['grb', 'total']"
17202_gcn,['swift'],"['grb', 'total']"
6840_atel,"['master', 'asiago']",['source not found']
17198_gcn,['telescope not found'],['grb']
17197_gcn,['swift'],['grb']
17196_gcn,['swift'],"['x-ray source', 'grb', 'star']"
17199_gcn,"['swift', 'liverpool telescope']",['grb']
6841_atel,"['fast', 'asiago']","['star', 'symbiotic star']"
6842_atel,"['new technology telescope', 'lsq', 'wiserep', 'pessto']",['supernova']
6843_atel,['telescope not found'],['m81']
6844_atel,"['gamma', 'fermi']","['quasar', 'blazar']"
17214_gcn,['swift'],"['grb', 'total']"
17213_gcn,['swift'],['grb']
17212_gcn,['swift'],['grb']
17211_gcn,['swift'],['grb']
17210_gcn,['swift'],"['grb', 'milky way', 'vega', 'total']"
17209_gcn,"['swift', 'lcogt']","['grb', 'total']"
17208_gcn,['telescope not found'],['grb']
17207_gcn,"['swift', 'fermi']",['grb']
17206_gcn,['swift'],"['x-ray source', 'grb']"
17205_gcn,"['swift', 'fermi', 'gamma']","['gamma-ray burst', 'grb']"
17216_gcn,"['swift', 'fermi', 'gamma']","['gamma-ray burst', 'grb']"
17217_gcn,['swift'],['grb']
17218_gcn,['fermi'],['grb']
17220_gcn,"['gamma', 'fermi']","['gamma-ray burst', 'grb']"
17221_gcn,"['swift uvot', 'swift']","['grb', 'milky way', 'vega', 'total']"
17215_gcn,['telescope not found'],"['grb', 'total']"
17222_gcn,['telescope not found'],"['grb', 'total']"
17223_gcn,"['integral', 'fermi']",['grb']
17225_gcn,['fermi'],"['grb', 'total']"
17224_gcn,"['master', 'pulkovo observatory']",['source not found']
6845_atel,['lijiang'],"['galaxy', 'supernova']"
6846_atel,['fast'],['galaxy']
6847_atel,"['master', 'palomar']","['auriga', 'gemini', 'star']"
17227_gcn,['swift'],"['grb', 'star']"
6849_atel,"['swift', 'fermi', 'gamma']","['nebula', 'bl lac', 'gamma-ray source', 'blazar']"
6848_atel,['asiago'],['source not found']
17228_gcn,['telescope not found'],"['deimos', 'grb']"
17229_gcn,['swift'],"['x-ray source', 'grb']"
17230_gcn,['telescope not found'],"['grb', 'vega', 'optical source']"
17231_gcn,"['swift', 'liverpool telescope']",['grb']
17241_gcn,"['swift', 'fermi', 'gamma']","['gamma-ray burst', 'grb']"
17242_gcn,['swift'],['grb']
17240_gcn,['swift'],"['grb', 'star']"
17239_gcn,['swift'],['grb']
17238_gcn,['swift'],"['grb', 'total']"
17236_gcn,['telescope not found'],['grb']
17235_gcn,['swift'],['grb']
17233_gcn,['swift'],['source not found']
17232_gcn,['nordic optical telescope'],"['grb', 'vega', 'star']"
17237_gcn,"['fermi', 'swift', 'master', 'pulkovo observatory']",['grb']
6850_atel,['maxi'],['x-ray binary']
17243_gcn,['swift'],"['grb', 'star']"
17244_gcn,['telescope not found'],"['grb', 'total']"
6851_atel,"['most', 'master']","['aries', 'star']"
6853_atel,['lcogt'],"['galaxy', 'supernova']"
17245_gcn,"['fermi', 'swift', 'master', 'pulkovo observatory']",['grb']
6852_atel,['lijiang'],"['galaxy', 'supernova']"
6857_atel,"['master', 'palomar', 'most', 'rosat']","['gemini', 'star']"
6854_atel,"['new technology telescope', 'wiserep', 'ogle', 'pessto']","['pan', 'supernova']"
17249_gcn,"['fermi', 'gamma', 'maxi']","['gamma-ray burst', 'grb']"
17248_gcn,['swift'],['grb']
17247_gcn,"['swift', 'fermi']","['x-ray source', 'grb']"
17246_gcn,['maxi'],['source not found']
6855_atel,"['master', 'palomar']","['sagitta', 'gemini', 'star']"
17250_gcn,"['gamma', 'fermi']","['gamma-ray burst', 'grb']"
6856_atel,"['most', 'lcogt']","['galaxy', 'supernova']"
6858_atel,"['most', 'lcogt']","['galaxy', 'supernova']"
6859_atel,"['new technology telescope', 'lsq', 'wiserep', 'ogle', 'pessto']",['supernova']
17253_gcn,['telescope not found'],"['grb', 'vega']"
17256_gcn,['swift'],['grb']
17251_gcn,"['swift', 'fermi', 'maxi']","['x-ray source', 'grb', 'total']"
17252_gcn,['maxi'],"['grb', 'optical source']"
17254_gcn,"['fermi', 'palomar', 'swift', 'iptf']","['grb', 'star']"
17255_gcn,['fermi'],"['grb', 'vega']"
17257_gcn,"['gamma', 'fermi']","['gamma-ray burst', 'grb']"
6860_atel,"['most', 'lcogt']","['galaxy', 'supernova']"
6861_atel,"['most', 'ogle']",['source not found']
17259_gcn,"['maxi', 'swift', 'master', 'pulkovo observatory']",['sun']
17260_gcn,"['swift', 'fermi', 'maxi']",['grb']
6863_atel,['gamma'],['source not found']
17261_gcn,['swift'],"['x-ray source', 'grb']"
17262_gcn,['swift'],['grb']
17263_gcn,['swift'],['grb']
17264_gcn,['swift'],['grb']
17265_gcn,"['swift', 'fermi', 'gamma']","['gamma-ray burst', 'grb']"
6862_atel,"['nasa infrared telescope', 'infrared telescope facility', 'nasa infrared telescope facility']","['nebula', 'cloud', 'reflection nebula', 'outflow', 'total', 'star']"
17266_gcn,['swift'],['grb']
17267_gcn,"['swift', 'fermi']",['source not found']
6865_atel,['gamma'],['gamma-ray source']
6864_atel,"['most', 'lcogt']","['galaxy', 'supernova', 'star']"
6867_atel,"['most', 'lcogt']","['galaxy', 'supernova']"
6870_atel,"['most', 'lcogt']","['galaxy', 'supernova']"
6869_atel,"['wiserep', 'palomar']",['source not found']
6868_atel,['gamma'],['source not found']
6866_atel,['lcogt'],['source not found']
6871_atel,"['swift', 'fermi', 'gamma']","['x-ray source', 'optical source']"
17271_gcn,"['swift', 'fermi']","['galaxy', 'optical source']"
17268_gcn,"['gamma', 'swift']","['x-ray source', 'optical source']"
17269_gcn,['swift'],"['x-ray source', 'grb']"
17270_gcn,['swift'],['grb']
17272_gcn,['swift'],['grb']
17277_gcn,['swift'],"['grb', 'total']"
17278_gcn,"['swift', 'fermi']","['galaxy', 'grb']"
6872_atel,['asiago'],['source not found']
17274_gcn,['swift'],"['grb', 'total']"
17276_gcn,"['swift', 'fermi', 'gamma']","['gamma-ray burst', 'grb']"
17279_gcn,"['swift uvot', 'swift', 'master', 'pulkovo observatory']",['source not found']
17281_gcn,"['most', 'swift', 'gamma']","['x-ray source', 'grb', 'vega', 'kilonova', 'grb 050509b', 'galaxy']"
17273_gcn,['swift'],['grb']
17280_gcn,['swift'],"['x-ray source', 'symbiotic star', 'star']"
17275_gcn,['swift'],['grb']
17282_gcn,"['gamma', 'fermi']","['gamma-ray burst', 'grb']"
6874_atel,['telescope not found'],['source not found']
6875_atel,"['fast', 'asiago']",['supernova']
6876_atel,['nordic optical telescope'],['supernova']
6877_atel,['most'],['galaxy']
6878_atel,"['gamma', 'fermi']",['quasar']
17284_gcn,['giant metrewave radio telescope'],['grb']
6880_atel,['swift'],"['star', 'symbiotic star']"
6882_atel,['lcogt'],['source not found']
17285_gcn,['telescope not found'],"['grb', 'optical source', 'radio source', 'galaxy', 'star']"
17283_gcn,"['gamma', 'fermi']","['gamma-ray burst', 'grb']"
6879_atel,['master'],"['master-south african astronomical observatory', 'star']"
6883_atel,"['swift', 'westerbork synthesis radio telescope']","['galaxy', 'grb']"
6884_atel,['master'],['star']
17286_gcn,"['swift', 'westerbork synthesis radio telescope']","['galaxy', 'grb']"
6885_atel,['master'],"['galaxy', 'supernova']"
6886_atel,"['most', 'lcogt']","['galaxy', 'supernova']"
17287_gcn,"['gamma', 'fermi']","['gamma-ray burst', 'grb']"
6887_atel,['swift'],['source not found']
17288_gcn,['very large array'],"['grb', 'galaxy', 'gemini', 'optical source']"
6888_atel,['master'],['source not found']
6889_atel,['wiserep'],['source not found']
6894_atel,"['most', 'lcogt']","['galaxy', 'supernova']"
6892_atel,"['most', 'lcogt']","['galaxy', 'supernova']"
17292_gcn,"['fermi', 'gamma', 'maxi']","['gamma-ray burst', 'grb']"
17291_gcn,['swift'],"['x-ray source', 'grb']"
17290_gcn,"['maxi', 'fermi']",['source not found']
17289_gcn,"['swift', 'chandra x-ray observatory']","['belinda', 'radio source', 'total', 'optical source']"
6895_atel,"['gamma', 'fermi']","['gamma-ray source', 'radio source']"
6891_atel,['telescope not found'],['supernova']
6896_atel,"['most', 'plaskett telescope']",['supernova']
6898_atel,['telescope not found'],"['galaxy', 'supernova']"
6900_atel,"['swift', 'maxi']",['source not found']
6899_atel,"['master', 'asiago']",['star']
6897_atel,['telescope not found'],"['galaxy', 'supernova']"
6901_atel,['harlan j. smith telescope'],"['molecular cloud', 'cloud', 'total', 'star']"
17296_gcn,['swift'],['grb']
17293_gcn,['maxi'],['source not found']
17294_gcn,['swift'],['grb']
17295_gcn,"['swift', 'fermi', 'gamma']","['gamma-ray burst', 'grb']"
17297_gcn,['swift'],"['grb', 'total']"
17298_gcn,"['swift', 'maxi']","['x-ray source', 'grb']"
17299_gcn,"['fermi', 'maxi', 'master', 'pulkovo observatory']",['source not found']
17300_gcn,['swift'],['grb']
17301_gcn,"['swift', 'maxi']","['x-ray source', 'grb', 'total']"
17302_gcn,"['swift', 'maxi']",['grb']
6903_atel,"['most', 'utmost', 'vela']",['pulsar']
6902_atel,['gamma'],['source not found']
6905_atel,['telescope not found'],"['galaxy', 'supernova']"
6904_atel,"['most', 'australia telescope compact array']",['source not found']
6913_atel,"['master', 'palomar']",['star']
6906_atel,"['most', 'asiago']",['galaxy']
6907_atel,['telescope not found'],"['star', 'symbiotic star']"
6908_atel,"['rosat', 'maxi']","['star', 'ara']"
6909_atel,"['new technology telescope', 'lsq', 'wiserep', 'ogle', 'pessto', 'master']",['supernova']
6910_atel,['master'],['galaxy']
6911_atel,['master'],['source not found']
6912_atel,"['swift', 'fermi', 'gamma']","['x-ray source', 'gamma-ray source']"
6916_atel,['swift'],['black hole']
6914_atel,"['fermi', 'gamma', 'nordic optical telescope']",['quasar']
6917_atel,"['swift', 'fermi', 'maxi']",['gro j1008-57']
6920_atel,['most'],['supernova']
6918_atel,['master'],['taurus']
6919_atel,"['most', 'lcogt']","['galaxy', 'supernova']"
6915_atel,"['most', 'lcogt']","['galaxy', 'supernova']"
6921_atel,"['most', 'lcogt']","['galaxy', 'supernova']"
6922_atel,"['most', 'ogle']",['source not found']
6927_atel,"['master', 'fermi']",['source not found']
6930_atel,['lcogt'],['source not found']
6928_atel,"['new technology telescope', 'lsq', 'wiserep', 'ogle', 'pessto']",['supernova']
6924_atel,['master'],['source not found']
6925_atel,"['master', 'asiago']",['galaxy']
17303_gcn,['swift'],"['x-ray source', 'rs cvn variable']"
6929_atel,"['swift', 'fast']","['x-ray source', 'black hole', 'star']"
6923_atel,"['gamma', 'nordic optical telescope']",['quasar']
6926_atel,"['master', 'asiago']",['star']
6931_atel,['master'],['white dwarf']
6932_atel,['anglo-australian telescope'],['source not found']
6933_atel,"['new technology telescope', 'lsq', 'wiserep', 'ogle', 'pessto', 'master']","['galaxy', 'supernova', 'star']"
6934_atel,"['most', 'lcogt']","['galaxy', 'supernova', 'star']"
6935_atel,['gamma'],['quasar']
6936_atel,"['most', 'lcogt']","['galaxy', 'supernova']"
6938_atel,"['goodman', 'soar']",['supernova']
6937_atel,"['goodman', 'fermi', 'gamma', 'soar']","['radio source', 'gamma-ray source', 'quasar']"
6939_atel,['lijiang'],['supernova']
6941_atel,['telescope not found'],['source not found']
6943_atel,"['most', 'lcogt']","['galaxy', 'supernova']"
6942_atel,['gamma'],['source not found']
17305_gcn,['swift'],"['grb', 'optical source']"
17304_gcn,"['maxi', 'most', 'swift', 'rosat']",['star']
17308_gcn,"['gamma', 'fermi']","['gamma-ray burst', 'grb']"
17307_gcn,['fermi'],['grb']
17306_gcn,['swift'],['gro j1008-57']
6948_atel,['telescope not found'],"['galaxy', 'supernova']"
6945_atel,"['most', 'lcogt']","['galaxy', 'supernova']"
6947_atel,['fast'],['supernova']
6946_atel,"['master', 'atlas', 'rosat']",['star']
6944_atel,['telescope not found'],['blazar']
6952_atel,"['william herschel telescope', 'gaia', 'master']",['source not found']
6953_atel,['telescope not found'],"['sao', 'blazar']"
6954_atel,['telescope not found'],['blazar']
6955_atel,"['swift', 'westerbork synthesis radio telescope']","['grb', 'radio source']"
6950_atel,"['most', 'lcogt']","['galaxy', 'supernova']"
6956_atel,['fast'],['supernova']
6957_atel,['telescope not found'],['blazar']
17309_gcn,"['swift', 'westerbork synthesis radio telescope']","['grb', 'radio source']"
6951_atel,['master'],"['galaxy', 'andromeda', 'andromeda galaxy']"
6949_atel,['lijiang'],"['galaxy', 'supernova']"
17313_gcn,['telescope not found'],"['grb', 'gemini']"
17330_gcn,['swift'],['grb']
17329_gcn,"['swift', 'fast']",['grb']
17328_gcn,"['gamma', 'fermi']","['gamma-ray burst', 'grb']"
17327_gcn,['telescope not found'],['grb']
17326_gcn,['swift'],"['grb', 'vega']"
6960_atel,"['swift', 'maxi', 'fast']",['sun']
17325_gcn,['swift'],"['grb', 'total']"
17324_gcn,['fermi'],"['grb', 'sun']"
17323_gcn,['swift'],['grb']
17322_gcn,"['arcminute microkelvin imager', 'swift']","['grb', 'radio source']"
17321_gcn,"['most', 'swift']","['x-ray source', 'grb', 'radio source', 'galaxy']"
17320_gcn,['swift'],['grb']
17319_gcn,"['swift', 'fermi', 'gamma']","['gamma-ray burst', 'grb']"
17318_gcn,['swift'],"['x-ray source', 'grb', 'radio source', 'galaxy']"
17317_gcn,['swift'],['grb']
17310_gcn,['swift'],"['x-ray source', 'grb']"
17311_gcn,['swift'],['grb']
17312_gcn,['palomar'],['grb']
17316_gcn,"['swift', 'faulkes telescope north']",['source not found']
17314_gcn,['swift'],"['x-ray source', 'grb']"
17315_gcn,['palomar'],"['grb', 'optical source']"
6962_atel,['telescope not found'],"['cdk-20', 'blazar']"
6964_atel,['telescope not found'],['quasar']
6966_atel,['master'],"['star', 'cygnus']"
6959_atel,"['most', 'lcogt']","['galaxy', 'supernova']"
6958_atel,['lijiang'],"['galaxy', 'supernova']"
6967_atel,['master'],"['perseus', 'star']"
6968_atel,['isaac newton telescope'],"['designation', 'm81']"
6969_atel,['telescope not found'],"['neutron star', 'star', 'pulsar']"
6970_atel,['telescope not found'],"['sao', 'blazar']"
6965_atel,"['new technology telescope', 'lsq', 'wiserep', 'pessto', 'master']","['supernova', 'star']"
17336_gcn,['swift'],"['grb', 'total']"
17335_gcn,['palomar'],['grb']
17334_gcn,['swift'],"['grb', 'total']"
17333_gcn,['telescope not found'],"['grb', 'total', 'galaxy', 'gemini', 'optical source']"
17332_gcn,"['swift', 'lick']",['grb']
6975_atel,['lcogt'],['blazar']
6976_atel,['master'],['source not found']
17337_gcn,['swift'],"['grb', 'aries']"
6974_atel,"['new technology telescope', 'lsq', 'wiserep', 'ogle', 'pessto']",['supernova']
6973_atel,['lijiang'],"['galaxy', 'supernova']"
17331_gcn,['telescope not found'],"['grb', 'total']"
17338_gcn,['swift'],['grb']
6971_atel,['gamma'],"['gamma-ray source', 'quasar']"
17340_gcn,"['swift', 'faulkes telescope north']",['source not found']
17341_gcn,['swift'],['grb']
17342_gcn,"['swift', 'integral', 'fermi']","['grb', 'sun']"
17339_gcn,['telescope not found'],['grb']
17344_gcn,['fermi'],['grb']
6979_atel,"['most', 'lcogt']","['galaxy', 'supernova']"
6977_atel,['lijiang'],"['galaxy', 'supernova', 'quasar']"
6978_atel,['lijiang'],"['galaxy', 'supernova', 'quasar']"
6983_atel,"['most', 'lcogt']","['galaxy', 'supernova']"
6982_atel,"['gamma', 'fermi']",['bl lac']
6980_atel,['gamma'],"['gamma-ray source', 'quasar']"
6981_atel,"['most', 'crts', 'lcogt']",['source not found']
17346_gcn,"['swift', 'maxi']","['x-ray source', 'grb']"
17345_gcn,['maxi'],['source not found']
17347_gcn,['swift'],['grb']
17349_gcn,"['swift', 'maxi']",['grb']
6984_atel,"['most', 'lcogt']","['galaxy', 'supernova']"
17348_gcn,"['swift', 'maxi']","['grb', 'optical source', 'total', 'star']"
6985_atel,"['astron', 'gamma', 'master']","['f5i supergiant', 'star']"
6986_atel,"['most', 'ogle']",['source not found']
6987_atel,['gamma'],['source not found']
6988_atel,['telescope not found'],['source not found']
6989_atel,"['most', 'lcogt']","['galaxy', 'supernova']"
6990_atel,['lcogt'],"['galaxy', 'supernova']"
17351_gcn,['maxi'],['grb']
6991_atel,['maxi'],"['x-ray source', 'black hole']"
6993_atel,['telescope not found'],['star']
6992_atel,['liverpool telescope'],['source not found']
6994_atel,"['new technology telescope', 'lsq', 'crts', 'wiserep', 'pessto']",['supernova']
6995_atel,['gamma'],"['gamma-ray source', 'quasar']"
6996_atel,['gamma'],['gamma-ray source']
6997_atel,"['integral', 'swift']","['sun', 'neutron star', 'star']"
6998_atel,"['new technology telescope', 'lsq', 'crts', 'wiserep', 'ogle', 'pessto']","['galaxy', 'supernova']"
6999_atel,"['integral', 'magic', 'gamma']",['blazar']
7000_atel,"['most', 'lcogt']","['starburst galaxy', 'galaxy', 'supernova']"
7001_atel,['lcogt'],['blazar']
7002_atel,"['master', 'palomar']",['star']
17354_gcn,['swift'],['galaxy']
17353_gcn,"['fermi', 'gamma', 'maxi']","['gamma-ray burst', 'grb']"
17352_gcn,"['maxi', 'fermi']",['grb']
17358_gcn,['telescope not found'],"['grb', 'gemini', 'total']"
17357_gcn,"['most', 'fermi', 'maxi']","['grb', 'total']"
17356_gcn,"['gamma', 'fermi']",['grb']
17355_gcn,"['gamma', 'fermi']","['gamma-ray burst', 'grb']"
7003_atel,"['new technology telescope', 'wiserep', 'ogle', 'pessto']",['supernova']
7004_atel,['telescope not found'],['source not found']
7007_atel,['telescope not found'],['m81']
7006_atel,['lijiang'],"['galaxy', 'supernova']"
7005_atel,"['most', 'william herschel telescope', 'gaia']","['galaxy', 'star']"
17359_gcn,['fermi'],"['grb', 'sun']"
17360_gcn,"['swift', 'fermi']","['grb', 'sun']"
17364_gcn,"['gamma', 'fermi']","['gamma-ray burst', 'grb']"
17366_gcn,['swift'],['grb']
7009_atel,"['swift', 'maxi']",['sun']
17361_gcn,['very large array'],"['grb', 'radio source']"
7008_atel,"['swift', 'maxi']","['neutron star', 'star']"
17363_gcn,['telescope not found'],"['grb', 'total']"
7010_atel,"['fermi', 'palomar', 'integral', 'gamma', 'master']","['gamma-ray burst', 'grb']"
17365_gcn,"['fermi', 'integral', 'gamma', 'master', 'pulkovo observatory']","['gamma-ray burst', 'grb']"
17362_gcn,"['maxi', 'swift', 'master', 'pulkovo observatory']",['galaxy']
17367_gcn,['swift'],['sun']
7014_atel,"['liverpool telescope', 'lcogt', 'gaia', 'asiago']","['star forming region', 'starburst galaxy', 'supernova', 'galaxy', 'star']"
7013_atel,"['fast', 'asiago']",['symbiotic nova']
7012_atel,"['gaia', 'master', 'asiago']","['galaxy', 'grb']"
7011_atel,['master'],['star']
17368_gcn,['swift'],"['x-ray source', 'grb']"
17369_gcn,['swift'],['grb']
17376_gcn,['swift'],"['x-ray source', 'grb', 'total']"
17375_gcn,['swift'],['grb']
17371_gcn,['swift'],"['grb', 'total']"
17374_gcn,['swift'],"['grb', 'total']"
17372_gcn,['swift'],['grb']
17370_gcn,"['swift', 'fermi', 'gamma']","['gamma-ray burst', 'grb']"
17373_gcn,"['swift', 'fermi']","['grb', 'total']"
7015_atel,"['swift', 'fermi', 'maxi']","['x-ray binary', 'pulsar']"
7016_atel,"['gaia', 'master']",['source not found']
7017_atel,['fermi'],['pulsar']
7022_atel,['telescope not found'],['galaxy']
17390_gcn,['swift'],"['grb', 'total']"
17389_gcn,"['swift', 'fermi', 'gamma']","['gamma-ray burst', 'grb']"
17388_gcn,"['integral', 'fermi', 'gamma']","['grb', 'gamma-ray burst', 'total']"
17387_gcn,['swift'],['grb']
17386_gcn,['telescope not found'],"['grb', 'moon', 'total']"
17385_gcn,"['gamma', 'fermi']",['grb']
17384_gcn,['swift'],['grb']
17382_gcn,['swift'],['grb']
17379_gcn,"['swift', 'lick']","['grb', 'cloud']"
7023_atel,['swift'],"['x-ray source', 'x-ray binary', 'neutron star', 'black hole', 'sgr', 'magnetar', 'star']"
7018_atel,"['sas-3', 'rxte', 'maxi']","['x-ray binary', 'high mass x-ray binary', 'pulsar']"
7019_atel,['isaac newton telescope'],"['designation', 'm81']"
17377_gcn,['swift'],"['x-ray source', 'grb']"
17391_gcn,['telescope not found'],['grb']
7021_atel,['gaia'],['supernova']
7024_atel,['chandra x-ray observatory'],"['white dwarf', 'variable star', 'star']"
17380_gcn,"['swift', 'palomar']",['grb']
17392_gcn,['swift'],['grb']
17378_gcn,['swift'],['grb']
7020_atel,"['swift', 'integral']",['source not found']
7025_atel,['telescope not found'],['belinda']
7026_atel,['gamma'],['source not found']
7027_atel,"['lcogt', 'palomar', 'wiserep']",['source not found']
17400_gcn,['swift'],['grb']
17408_gcn,"['swift', 'fermi', 'gamma']","['gamma-ray burst', 'grb']"
17407_gcn,['swift'],"['x-ray source', 'grb']"
17406_gcn,['swift'],['grb']
17405_gcn,"['swift', 'fermi']","['grb', 'total']"
17404_gcn,"['swift', 'fermi']",['grb']
17403_gcn,['swift'],['source not found']
17399_gcn,['swift'],['grb']
17397_gcn,['swift'],"['grb', 'total']"
17396_gcn,"['swift', 'fermi']","['x-ray source', 'grb']"
17395_gcn,['telescope not found'],"['grb', 'total']"
17394_gcn,['swift'],['grb']
17398_gcn,"['swift', 'integral', 'fermi']",['grb']
17401_gcn,['swift'],['grb']
17402_gcn,"['gamma', 'swift']",['source not found']
17393_gcn,"['gamma', 'fermi']","['gamma-ray burst', 'grb']"
17409_gcn,['swift'],"['x-ray source', 'grb']"
17410_gcn,['swift'],['grb']
17412_gcn,"['swift', 'fermi']","['grb', 'total']"
17411_gcn,['swift'],['grb']
7030_atel,['liverpool telescope'],"['x-ray binary', 'be star', 'high mass x-ray binary', 'star']"
7029_atel,"['swift', 'maxi']","['x-ray binary', 'pulsar']"
7028_atel,"['swift', 'integral']","['x-ray source', 'x-ray binary', 'low mass x-ray binary', 'sun', 'magnetar']"
17413_gcn,['swift'],"['x-ray source', 'grb']"
7032_atel,['master'],"['variable star', 'star']"
17416_gcn,"['swift', 'maxi']",['x-ray source']
17414_gcn,['maxi'],['grb']
17417_gcn,"['fermi', 'palomar', 'gamma']","['gamma-ray burst', 'grb']"
7031_atel,['southern african large telescope'],['supernova']
17415_gcn,"['fermi', 'palomar', 'iptf']","['galaxy', 'grb']"
17419_gcn,['swift'],"['grb', 'total']"
7033_atel,['master'],['star']
17420_gcn,['telescope not found'],['grb']
17421_gcn,"['iptf', 'palomar']",['grb']
17422_gcn,['fermi'],['grb']
17423_gcn,['swift'],"['grb', 'total']"
17424_gcn,['swift'],['grb']
17425_gcn,['swift'],"['grb', 'total']"
17418_gcn,['swift'],['grb']
17426_gcn,['swift'],['grb']
7036_atel,"['most', 'ogle']",['galaxy']
7034_atel,"['bepposax', 'rxte', 'maxi']",['pulsar']
7035_atel,"['most', 'lcogt']","['galaxy', 'supernova']"
17429_gcn,['swift'],['grb']
17427_gcn,"['swift', 'maxi']","['grb', 'total']"
17428_gcn,['swift'],['grb']
7037_atel,"['swift', 'maxi']","['sun', 'pulsar']"
7038_atel,['asiago'],['galaxy']
7043_atel,"['new technology telescope', 'wiserep', 'ogle', 'pessto']",['supernova']
7040_atel,['asiago'],['source not found']
7041_atel,['master'],['source not found']
7045_atel,['fermi'],['pulsar']
17430_gcn,['swift'],"['grb', 'total', 'star']"
17431_gcn,"['most', 'swift', 'chandra x-ray observatory']","['grb', 'total', 'belinda']"
7039_atel,"['swift', 'maxi']","['sun', 'neutron star', 'star', 'optical source']"
7042_atel,['asiago'],['source not found']
17446_gcn,"['fermi', 'master', 'pulkovo observatory']","['grb150210a', 'galaxy', 'supernova']"
7046_atel,"['most', 'gamma']",['gamma-ray source']
7050_atel,"['master', 'fermi']","['galaxy', 'supernova']"
