telegram_index,telescope,source
2589_atel,"['fermi', 'swift', 'gamma', 'ratan-600']","['bl lac', 'gamma-ray source']"
2592_atel,['most'],"['107 camilla', 'moon', '92 undina']"
2591_atel,"['most', 'fermi', 'gamma']","['bl lac', 'radio source']"
2590_atel,"['hubble', 'spitzer', 'palomar', 'hubble space telescope']","['gemini', 'red nova']"
10707_gcn,['very large array'],"['grb', 'radio source']"
2593_atel,['rxte'],['total']
2594_atel,['swift'],"['cloud', 'large magellanic cloud', 'star']"
2595_atel,['very large array'],['radio source']
10712_gcn,['swift'],"['x-ray source', 'grb']"
10711_gcn,"['integral', 'swift']",['grb']
10710_gcn,"['integral', 'swift', 'isgri']",['source not found']
10709_gcn,"['suzaku', 'swift']",['grb']
10708_gcn,['swift'],['source not found']
2597_atel,['ogle'],['source not found']
10713_gcn,['swift'],"['x-ray source', 'grb']"
2596_atel,['swift'],['source not found']
10717_gcn,"['swift uvot', 'swift']",['grb']
2598_atel,"['integral', 'swift']","['x-ray binary', 'be star', 'star']"
2599_atel,['swift'],['x-ray binary']
10721_gcn,['swift'],['grb']
10719_gcn,['swift'],['grb']
10715_gcn,['south telescope'],['grb']
10716_gcn,['swift'],['grb']
10718_gcn,['swift'],['grb']
10720_gcn,['swift'],"['galaxy', 'grb']"
2600_atel,['palomar'],"['galaxy', 'supernova']"
10724_gcn,['swift'],['sgr']
10723_gcn,"['swift', 'fermi', 'gamma']","['gamma-ray burst', 'grb']"
10722_gcn,"['gamma', 'swift']","['x-ray source', 'magnetar', 'optical source']"
10726_gcn,['telescope not found'],"['grb', 'star']"
10731_gcn,['swift'],['grb']
2602_atel,"['rxte', 'swift']","['supernova', 'supernova remnant', 'total']"
10728_gcn,['swift'],"['x-ray source', 'grb']"
10729_gcn,['swift'],['grb']
10730_gcn,['swift'],['grb']
2601_atel,['ogle'],"['x-ray source', 'be star', 'star']"
10732_gcn,['swift'],['grb']
10733_gcn,['swift'],['grb']
2603_atel,['telescope not found'],"['galaxy', 'supernova']"
10734_gcn,['swift'],"['grb', 'galaxy', 'total']"
2604_atel,['telescope not found'],['source not found']
2605_atel,['most'],"['white dwarf', 'pegasus', 'star']"
2609_atel,"['agile', 'swift', 'gamma']","['cygnus x-3', 'cygnus', 'gamma-ray source']"
2608_atel,"['most', 'maxi']",['source not found']
2607_atel,['telescope not found'],"['galaxy', 'optical source']"
2606_atel,"['swift', 'palomar']","['vega', 'galaxy', 'supernova']"
10735_gcn,"['suzaku', 'fermi']",['grb']
2610_atel,"['gamma', 'fermi']","['bl lac', 'blazar']"
2611_atel,"['agile', 'fermi', 'swift', 'rxte', 'gamma']","['cygnus x-3', 'cygnus']"
10739_gcn,"['maxi', 'fermi']",['grb']
10743_gcn,['swift'],['source not found']
10742_gcn,"['most', 'swift']","['sgr', 'grb', 'galaxy']"
10741_gcn,"['most', 'swift']",['source not found']
10740_gcn,['telescope not found'],"['grb', 'total']"
10738_gcn,['swift'],['grb']
10737_gcn,"['most', 'swift']",['source not found']
10744_gcn,"['gamma', 'fermi']","['gamma-ray burst', 'grb']"
2615_atel,['rxte'],['source not found']
2612_atel,['westerbork synthesis radio telescope'],"['supernova', 'radio source']"
2613_atel,"['gamma', 'fermi']",['blazar']
2614_atel,['william herschel telescope'],"['pan', 'galaxy', 'supernova']"
10745_gcn,"['fermi', 'gamma', 'maxi']","['gamma-ray burst', 'grb']"
2616_atel,"['integral', 'isgri']",['source not found']
2618_atel,['swift'],['source not found']
10751_gcn,['swift'],['grb']
10757_gcn,"['swift', 'faulkes telescope south']","['grb', 'total']"
10756_gcn,['swift'],['grb']
10755_gcn,['swift'],['grb']
10754_gcn,['swift'],['grb']
10753_gcn,['swift'],['grb']
10752_gcn,['gemini north'],"['grb', 'galaxy', 'gemini']"
2617_atel,"['gamma', 'fermi']",['blazar']
10749_gcn,['telescope not found'],"['grb', 'vega']"
10748_gcn,['telescope not found'],['grb']
10747_gcn,['swift'],"['grb', 'vega']"
10746_gcn,['swift'],"['x-ray source', 'grb']"
2619_atel,['telescope not found'],"['pegasus', 'star']"
10750_gcn,['lick'],"['grb', 'total']"
10759_gcn,['swift'],"['x-ray source', 'grb']"
2620_atel,['crts'],"['galaxy', 'supernova']"
10758_gcn,"['swift', 'faulkes telescope south']","['grb', 'total']"
10760_gcn,"['swift', 'faulkes telescope south']",['grb']
10761_gcn,['swift'],['grb']
10763_gcn,"['swift', 'master', 'pulkovo observatory']",['grb']
10764_gcn,['swift'],['grb']
10765_gcn,['telescope not found'],['grb']
10766_gcn,['swift'],['grb']
10762_gcn,['swift'],['grb']
10767_gcn,['swift'],"['grb', 'star']"
10768_gcn,['very large array'],"['grb', 'radio source']"
2621_atel,"['hale', 'palomar', 'hale telescope']","['galaxy', 'supernova']"
2622_atel,"['gamma', 'fermi']","['gamma-ray source', 'quasar']"
10769_gcn,"['fermi', 'master', 'pulkovo observatory']",['grb']
10770_gcn,"['gamma', 'fermi']","['gamma-ray burst', 'grb']"
2623_atel,"['bok telescope', 'fermi', 'gamma']","['gamma-ray source', 'quasar', 'blazar']"
10776_gcn,"['integral', 'faulkes telescope north']",['grb']
10775_gcn,"['integral', 'swift']","['x-ray source', 'grb']"
10773_gcn,['swift'],['grb']
10772_gcn,"['gamma', 'isgri']",['source not found']
10771_gcn,['swift'],['source not found']
2624_atel,['swift'],['source not found']
10774_gcn,['telescope not found'],['total']
10777_gcn,"['most', 'fermi']",['grb']
10778_gcn,['integral'],['grb']
10780_gcn,"['swift', 'integral']",['grb']
10782_gcn,['telescope not found'],"['grb', 'total']"
10781_gcn,"['integral', 'swift']",['grb']
2628_atel,"['swift', 'fermi', 'gamma']",['gamma-ray source']
2627_atel,"['integral', 'swift', 'isgri', 'rosat']",['x-ray source']
2626_atel,['gamma'],['source not found']
10779_gcn,"['integral', 'faulkes telescope north']","['grb', 'total']"
2625_atel,['gamma'],"['optical source', 'blazar']"
10783_gcn,['swift'],"['grb', 'galaxy', 'star']"
10790_gcn,"['swift', 'fermi', 'gamma']","['gamma-ray burst', 'grb']"
2629_atel,"['crts', 'very large array']","['supernova', 'total']"
10789_gcn,"['gamma', 'swift']",['grb']
10786_gcn,['telescope not found'],['grb']
10787_gcn,['swift'],['grb']
10788_gcn,['swift'],['grb']
10784_gcn,['swift'],"['x-ray source', 'grb']"
10791_gcn,['swift'],['source not found']
10792_gcn,['telescope not found'],['source not found']
10793_gcn,"['swift', 'fermi']","['grb', 'total']"
2632_atel,['spitzer'],"['galaxy', 'ngc 300']"
2631_atel,['telescope not found'],"['galaxy', 'supernova']"
2630_atel,['crts'],['supernova']
10794_gcn,['subaru'],"['grb', 'supernova', 'vega', 'galaxy']"
2634_atel,['palomar'],['supernova']
2633_atel,"['most', 'swift']","['supernova', 'ngc 300']"
2637_atel,['swift'],"['gemini', 'ngc 300', 'star']"
10795_gcn,"['suzaku', 'swift', 'fermi']",['source not found']
2638_atel,"['spitzer', 'swift']",['gemini']
10796_gcn,['swift'],"['grb', 'total']"
2635_atel,['maxi'],['source not found']
2636_atel,"['goodman', 'soar']","['galaxy', 'ngc 300', 'p cygni']"
2639_atel,['swift'],['ngc 300']
2640_atel,['most'],"['designation', 'ngc 300', 'supernova', 'galaxy', 'star']"
2641_atel,"['most', 'agile', 'gamma']",['blazar']
2642_atel,['telescope not found'],['source not found']
2643_atel,['rxte'],"['x-ray binary', 'neutron star', 'total', 'star']"
10798_gcn,"['swift', 'master', 'pulkovo observatory']",['grb']
10804_gcn,"['swift', 'fast']",['grb']
10803_gcn,['swift'],['grb']
10802_gcn,['swift'],"['x-ray source', 'grb']"
10801_gcn,['swift'],['grb']
10800_gcn,['swift'],['grb']
10799_gcn,['swift'],['grb']
10797_gcn,['swift'],"['x-ray source', 'grb']"
2647_atel,['wide-field infrared survey explorer'],['source not found']
2644_atel,"['agile', 'fermi', 'maxi', 'swift', 'isgri', 'integral', 'rxte', 'gamma']","['cygnus x-3', 'cygnus', 'total']"
2646_atel,"['fermi', 'integral', 'swift', 'gamma']","['cygnus x-3', 'cygnus', 'pulsar']"
2648_atel,['spitzer'],['star']
2645_atel,"['agile', 'gamma']","['cygnus x-3', 'cygnus']"
10808_gcn,['swift'],['grb']
10805_gcn,['telescope not found'],"['moon', 'grb']"
10806_gcn,['most'],"['grb', 'galaxy', 'gemini', 'star']"
10807_gcn,['swift'],['grb']
10813_gcn,"['agile', 'most', 'swift uvot', 'swift', 'rosat']","['x-ray source', 'grb']"
10812_gcn,['swift'],"['grb', 'total']"
10811_gcn,"['gamma', 'fermi']","['gamma-ray burst', 'grb']"
10810_gcn,"['agile', 'gamma']",['source not found']
10809_gcn,['swift'],['grb']
2651_atel,"['swift', 'exosat', 'rxte']","['x-ray binary', 'neutron star', 'total', 'star']"
2649_atel,"['hale', 'palomar', 'hale telescope']","['galaxy', 'supernova']"
2650_atel,"['rxte', 'swift']",['total']
2652_atel,['crts'],"['x-ray source', 'blazar']"
10814_gcn,['telescope not found'],"['grb', 'optical source', 'vega', 'star']"
2654_atel,"['most', 'crts']","['radio source', 'galaxy', 'blazar']"
2653_atel,"['rxte', 'swift']","['neutron star', 'star']"
10815_gcn,['fermi'],"['grb', 'total']"
10816_gcn,"['faulkes telescope north', 'fermi']",['grb']
10817_gcn,['telescope not found'],['grb']
10818_gcn,"['azt-11', 'swift']","['grb', 'star']"
10819_gcn,['swift'],"['grb', 'star']"
10820_gcn,['swift'],"['grb', 'star']"
10821_gcn,"['swift', 'azt-22']","['grb', 'star']"
10822_gcn,"['swift', 'azt-22']",['grb']
2655_atel,"['hubble', 'spitzer']",['source not found']
2656_atel,"['rxte', 'swift']",['x-ray source']
2658_atel,['telescope not found'],['ngc 300']
2657_atel,"['hubble', 'gemini north', 'palomar', 'hale', 'hale telescope', 'hubble space telescope']","['supernova', 'gemini']"
2659_atel,['telescope not found'],['radio source']
2660_atel,['fast'],"['miranda', 'ngc 300', 'star']"
10823_gcn,"['swift', 'fast']",['x-ray source']
10824_gcn,['swift'],"['x-ray source', 'grb']"
10825_gcn,['swift'],['grb']
10826_gcn,['swift'],['source not found']
10827_gcn,['swift'],['grb']
2662_atel,"['swift', 'fast']",['source not found']
10831_gcn,['gemini south'],"['grb', 'gemini', 'total']"
2663_atel,['swift'],"['x-ray binary', 'pulsar']"
10832_gcn,"['australia telescope compact array', 'swift']",['grb']
10828_gcn,['swift'],['grb']
10829_gcn,['swift'],['grb']
10830_gcn,['swift'],['grb']
10833_gcn,['swift'],"['grb', 'total']"
2664_atel,"['integral', 'hiltner telescope', 'gamma']",['star']
10834_gcn,['swift'],['x-ray source']
2665_atel,['spitzer'],['source not found']
2666_atel,"['gamma', 'fermi']","['gamma-ray source', 'quasar', 'blazar']"
10835_gcn,['telescope not found'],"['grb', 'galaxy', 'total']"
2667_atel,['william herschel telescope'],"['pan', 'galaxy', 'supernova']"
2670_atel,['swift'],"['x-ray source', 'classical nova', 'sao', 'star']"
2669_atel,"['gamma', 'fermi']",['quasar']
2668_atel,['william herschel telescope'],"['pan', 'galaxy', 'supernova']"
2672_atel,"['rxte', 'swift']","['x-ray binary', 'low mass x-ray binary', 'globular cluster']"
2671_atel,"['swift', 'rxte', 'maxi']",['source not found']
10836_gcn,"['suzaku', 'swift']",['grb']
2673_atel,"['fermi', 'swift', 'gamma', 'rosat']",['total']
10838_gcn,"['swift', 'liverpool telescope']",['grb']
10839_gcn,['telescope not found'],['grb']
2675_atel,['gemini north'],"['gemini', 'galaxy', 'supernova']"
2674_atel,"['swift', 'rxte', 'maxi']",['star']
10837_gcn,['swift'],"['x-ray source', 'grb', 'star']"
10853_gcn,"['swift', 'master', 'pulkovo observatory']",['grb']
10854_gcn,['telescope not found'],['grb']
10855_gcn,"['swift uvot', 'swift']","['grb', 'star']"
10856_gcn,"['swift uvot', 'swift']",['grb']
10857_gcn,"['swift uvot', 'swift']","['grb', 'star']"
10858_gcn,"['swift uvot', 'swift']",['grb']
10851_gcn,"['swift', 'fermi', 'gamma']","['gamma-ray burst', 'grb']"
2676_atel,['palomar'],"['supernova', 'p cygni', 'galaxy', 'deimos']"
10850_gcn,['swift'],['grb']
10849_gcn,['swift'],['grb']
10848_gcn,['swift'],['grb']
10847_gcn,['swift'],['grb']
10846_gcn,['swift'],['grb']
10845_gcn,['telescope not found'],['grb']
10844_gcn,['telescope not found'],['grb']
10852_gcn,['swift'],['grb']
10843_gcn,['swift'],"['grb', 'vega']"
10841_gcn,['swift'],"['x-ray source', 'grb']"
10840_gcn,['william herschel telescope'],"['grb', 'total']"
10842_gcn,['telescope not found'],['grb']
10861_gcn,['gemini north'],"['vega', 'gemini']"
2680_atel,['telescope not found'],"['classical nova', 'pan', 'galaxy', 'gemini']"
2679_atel,"['fermi', 'swift', 'gamma', 'rosat']","['x-ray source', 'gamma-ray source', 'total', 'quasar']"
2678_atel,['telescope not found'],"['galaxy', 'supernova']"
2677_atel,"['most', 'swift', 'fermi']","['x-ray binary', 'pulsar']"
10860_gcn,['maxi'],['x-ray source']
10862_gcn,['gemini north'],"['vega', 'gemini']"
2682_atel,['swift'],['source not found']
2681_atel,"['mcgraw-hill telescope', 'integral']",['white dwarf']
2683_atel,"['gamma', 'fermi']","['galaxy', 'bl lac']"
10864_gcn,['swift'],['grb']
10867_gcn,['swift'],['grb']
10865_gcn,['swift'],['grb']
2686_atel,"['agile', 'fermi', 'magic', 'gamma']","['quasar', 'blazar']"
10863_gcn,['swift'],"['x-ray source', 'grb']"
10866_gcn,['swift'],['grb']
2685_atel,"['hale', 'palomar', 'hale telescope']","['galaxy', 'supernova']"
2684_atel,"['agile', 'fermi', 'magic', 'integral', 'gamma']","['nebula', 'moon', 'quasar']"
2687_atel,"['agile', 'fermi', 'magic', 'gamma']",['blazar']
10868_gcn,"['swift', 'fermi', 'gamma']","['gamma-ray burst', 'grb']"
2688_atel,['telescope not found'],['source not found']
10876_gcn,['telescope not found'],"['galaxy', 'grb']"
10869_gcn,"['wifes', 'integral', 'swift']","['grb', 'star']"
10870_gcn,['swift'],"['x-ray source', 'grb']"
10871_gcn,"['gamma', 'swift']",['grb']
10872_gcn,['swift'],['grb']
10873_gcn,['swift'],['grb']
10874_gcn,['swift'],"['grb', 'galaxy', 'total']"
10877_gcn,['swift'],['grb']
10875_gcn,['swift'],['grb']
10879_gcn,['fermi'],['grb']
10878_gcn,['swift'],"['galaxy', 'grb']"
10880_gcn,['swift'],['grb']
10881_gcn,"['swift', 'irsf 1.4m']","['grb', 'sirius', 'total']"
2691_atel,['swift'],"['sgr', 'neutron star', 'star']"
2690_atel,"['asca', 'swift']","['x-ray source', 'sgr']"
2689_atel,"['swift', 'fermi', 'gamma']","['galaxy', 'total']"
10882_gcn,['swift'],"['grb', 'total']"
2694_atel,['crts'],['supernova']
2693_atel,"['agile', 'fermi', 'magic', 'gamma']","['total', 'blazar']"
2692_atel,"['fermi', 'integral', 'swift', 'isgri', 'rxte']","['x-ray binary', 'total']"
2695_atel,"['most', 'integral', 'isgri', 'rosat']","['x-ray source', 'nebula', 'star', 'local group']"
2696_atel,"['swift', 'integral']","['x-ray source', 'total', 'star']"
10883_gcn,['swift'],"['grb', 'star']"
10884_gcn,['swift'],"['x-ray source', 'grb']"
10885_gcn,['swift'],['grb']
10891_gcn,['swift'],['grb']
10893_gcn,"['azt-11', 'swift']","['grb', 'star']"
10892_gcn,['swift'],"['grb', 'gemini']"
10890_gcn,['swift'],"['grb', 'total']"
10889_gcn,"['swift', 'irsf 1.4m']","['grb', 'sirius', 'gemini']"
10888_gcn,['swift'],['grb']
10887_gcn,['gemini south'],"['grb', 'gemini', 'galaxy', 'total']"
10886_gcn,['swift'],['grb']
2698_atel,"['agile', 'fermi', 'swift', 'gamma']","['total', 'quasar']"
2697_atel,['telescope not found'],['local group']
2699_atel,['australia telescope compact array'],"['x-ray binary', 'x-ray source', 'neutron star', 'radio source', 'star']"
10894_gcn,['swift'],['source not found']
10900_gcn,['rtt150'],['optical source']
10895_gcn,['swift'],['grb']
10899_gcn,['swift'],['grb']
10897_gcn,['telescope not found'],"['grb', 'total', 'galaxy', 'gemini', 'optical source']"
10896_gcn,['swift'],"['grb', 'total']"
10901_gcn,['swift'],['grb']
2700_atel,['maxi'],"['x-ray source', 'variable star', 'star']"
2702_atel,"['most', 'maxi']",['x-ray binary']
2701_atel,"['swift', 'maxi', 'rosat']","['x-ray source', 'star']"
2706_atel,['most'],"['venus', 'mercury']"
2705_atel,['fermi'],"['x-ray binary', 'pulsar']"
2704_atel,"['integral', 'swift', 'gamma']","['x-ray source', 'x-ray binary', 'gamma-ray burst']"
10910_gcn,['telescope not found'],"['grb', 'galaxy', 'total']"
10903_gcn,['telescope not found'],"['grb', 'gemini', 'galaxy', 'total']"
10904_gcn,['swift'],['source not found']
10905_gcn,['gemini south'],"['grb', 'galaxy', 'gemini']"
10906_gcn,['telescope not found'],"['grb', 'gemini', 'galaxy', 'total']"
10907_gcn,['swift'],"['galaxy', 'grb']"
10908_gcn,['telescope not found'],['galaxy']
10909_gcn,['telescope not found'],"['grb', 'gemini', 'total']"
10902_gcn,['telescope not found'],"['grb', 'vega', 'total']"
2703_atel,['gamma'],['blazar']
2708_atel,"['agile', 'swift', 'gamma']",['blazar']
10912_gcn,"['swift', 'fermi', 'gamma']","['gamma-ray burst', 'grb']"
2707_atel,['kepler'],['white dwarf']
2709_atel,['most'],['source not found']
10911_gcn,['telescope not found'],"['grb', 'galaxy', 'total']"
10913_gcn,['swift'],"['grb', 'galaxy', 'total']"
2714_atel,"['sof', 'swift', 'rxte', 'maxi']","['cygnus x-1', 'cygnus']"
2713_atel,['swift'],['local group']
2712_atel,['fermi'],"['x-ray binary', 'high mass x-ray binary', 'pulsar']"
2711_atel,"['gamma', 'maxi']",['black hole']
2710_atel,['telescope not found'],['source not found']
10914_gcn,['maxi'],['x-ray source']
10915_gcn,"['gamma', 'swift']",['grb']
10916_gcn,['swift'],"['x-ray source', 'grb']"
2717_atel,"['bepposax', 'swift', 'rxte']","['x-ray binary', 'neutron star', 'low mass x-ray binary', 'star']"
2718_atel,"['hubble', 'gemini north', 'palomar', 'hubble space telescope']","['supernova', 'gemini']"
2719_atel,['mmt'],"['pan', 'supernova']"
2715_atel,"['agile', 'maxi', 'rxte', 'gamma']","['black hole', 'cygnus x-1', 'cygnus']"
2716_atel,['nordic optical telescope'],"['pan', 'galaxy', 'supernova']"
10928_gcn,['telescope not found'],"['grb', 'gemini']"
10927_gcn,['telescope not found'],"['grb', 'galaxy', 'gemini', 'star']"
10926_gcn,['swift'],['grb']
10925_gcn,"['gamma', 'fermi']","['gamma-ray burst', 'grb']"
10924_gcn,['swift'],['grb']
10923_gcn,['swift'],['source not found']
10922_gcn,['swift'],['grb']
10921_gcn,['telescope not found'],"['grb', 'vega', 'total', 'star']"
10920_gcn,"['gamma', 'fermi']","['gamma-ray burst', 'grb']"
10919_gcn,['telescope not found'],"['grb', 'total', 'star']"
10918_gcn,['telescope not found'],['grb']
10917_gcn,['swift'],['grb']
2721_atel,"['rxte', 'maxi']",['black hole']
2720_atel,['telescope not found'],['galaxy']
10929_gcn,['swift'],"['x-ray source', 'grb']"
10930_gcn,['swift'],['grb']
2722_atel,"['swift', 'faulkes telescope south']","['x-ray source', 'total']"
10931_gcn,['swift'],['source not found']
10932_gcn,['swift'],['grb']
10933_gcn,"['swift', 'fermi', 'gamma']","['gamma-ray burst', 'grb']"
10934_gcn,['swift'],['grb']
10935_gcn,['swift'],['grb']
10937_gcn,['swift'],"['grb', 'total']"
10938_gcn,"['suzaku', 'integral', 'fermi']",['grb']
10936_gcn,"['most', 'isgri', 'gamma']",['grb']
10940_gcn,['swift'],['grb']
10941_gcn,['swift'],"['x-ray source', 'grb', 'total']"
10942_gcn,"['swift', 'chandra x-ray observatory']","['grb', 'galaxy', 'total']"
10943_gcn,['telescope not found'],['grb']
2723_atel,['telescope not found'],"['galaxy', 'supernova']"
2724_atel,"['swift', 'rxte', 'maxi']",['total']
10939_gcn,['telescope not found'],"['grb', 'total']"
10945_gcn,"['gamma', 'fermi']",['grb']
10944_gcn,"['fermi', 'gamma', 'fast']","['gamma-ray burst', 'grb']"
10947_gcn,"['suzaku', 'fermi']",['grb']
2727_atel,['swift'],"['optical source', 'local group']"
2726_atel,['gamma'],['blazar']
2725_atel,['crts'],['galaxy']
10946_gcn,['telescope not found'],"['galaxy', 'grb']"
10949_gcn,"['gamma', 'fermi']","['gamma-ray burst', 'grb']"
10948_gcn,['fermi'],['grb']
2728_atel,"['gamma', 'fermi']",['quasar']
2729_atel,"['rxte', 'maxi']",['x-ray source']
